name,genre,platform,esrbrating,publisher,year,metascore,userscore,sales
Fight Night Round 3,Fighting,Xbox 360,T,EA,2006,86,88,1.47
Ryse: Son of Rome,Action,Xbox One,M,Microsoft,2013,60,62,1.47
The SpongeBob SquarePants Movie,Action,Game Boy Advance,E,THQ,2004,,,1.46
Grim Dawn,RPG,PC,,Other,2004,83,85,1.46
Forza Horizon 2,Racing,Xbox One,E,Microsoft,2014,86,83,1.46
Midway Arcade Treasures,Misc,PlayStation 2,T,Other,2003,76,79,1.46
Wall-E,Action,Nintendo DS,E,THQ,2008,54,,1.46
Resident Evil 4: Wii Edition,Action,Wii,M,Other,2007,91,89,1.46
The Sims 3,Simulation,Wii,T,EA,2010,,,1.46
Dragon Ball FighterZ,Fighting,PlayStation 4,T,BandaiNamco,2018,87,80,1.46
Mass Effect 3,RPG,PlayStation 3,M,EA,2012,93,57,1.46
Battlefield: Bad Company,Shooter,Xbox 360,T,EA,2008,83,77,1.46
Mass Effect 2,RPG,PlayStation 3,M,EA,2011,94,86,1.46
Homefront,Shooter,Xbox 360,M,THQ,2011,70,60,1.46
Dark Souls II: Scholar of the First Sin,RPG,PC,T,Other,2011,79,74,1.45
Red Dead Revolver,Shooter,PlayStation 2,M,RockstarGames,2004,73,78,1.45
One Piece Pirate Warriors,Action,PlayStation 3,T,BandaiNamco,2012,64,74,1.45
Resident Evil Outbreak,Action,PlayStation 2,M,Other,2004,71,83,1.45
Doom (2016),Shooter,Xbox One,M,Other,2016,87,84,1.45
Sonic & SEGA All-Stars Racing,Racing,Wii,E,Sega,2010,78,83,1.45
Sega Genesis Collection,Misc,PlayStation Portable,T,Sega,2006,82,80,1.45
The House of the Dead 2 & 3 Return,Shooter,Wii,M,Sega,2008,66,76,1.45
Assassin's Creed Syndicate,Action,Xbox One,M,Ubisoft,2015,78,63,1.44
BioShock,Shooter,PlayStation 3,M,Other,2008,94,88,1.44
SingStar Pop,Misc,PlayStation 2,E,Sony,2007,73,75,1.44
My Word Coach,Misc,Nintendo DS,E,Ubisoft,2007,71,68,1.44
Star Wars: The Force Unleashed II,Action,Xbox 360,T,Other,2010,61,58,1.44
Sonic Rivals,Racing,PlayStation Portable,E,Sega,2006,64,78,1.44
Tiger Woods PGA Tour 2005,Sports,PlayStation 2,E,EA,2004,88,82,1.44
Disney Princess: Magical Jewels,Adventure,Nintendo DS,E,Other,2007,,,1.44
NCAA Football 2003,Sports,PlayStation 2,E,EA,2002,91,84,1.44
WWE SmackDown vs Raw 2008,Fighting,Xbox 360,T,THQ,2007,71,69,1.43
Smarty Pants,Misc,Wii,E,EA,2007,65,75,1.43
Dead Space 2,Shooter,PlayStation 3,M,EA,2011,89,85,1.43
Kinect Joy Ride,Racing,Xbox 360,E,Microsoft,2010,52,50,1.43
Classic NES Series: Super Mario Bros.,Action,Game Boy Advance,E,Nintendo,2004,84,87,1.43
South Park: The Fractured But Whole,RPG,PlayStation 4,M,Ubisoft,2017,79,77,1.43
Hasbro Family Game Night,Misc,Wii,E,EA,2008,63,70,1.43
Cabela's Big Game Hunter,Sports,PlayStation 2,T,ActivisionBlizzard,2002,59,78,1.42
NBA Live 06,Sports,PlayStation 2,E,EA,2005,,,1.42
Middle-Earth: Shadow of Mordor,Action,Xbox One,M,Other,2014,87,79,1.42
NFL Street,Sports,PlayStation 2,E,EA,2004,80,88,1.42
Tekken Tag Tournament 2,Fighting,PlayStation 3,T,BandaiNamco,2012,82,84,1.42
LEGO Batman 2: DC Super Heroes,Action,Wii,E,Other,2012,,,1.42
Tiger Woods PGA Tour 09 All-Play,Sports,Wii,E,EA,2008,81,83,1.42
Medal of Honor: Warfighter,Shooter,PlayStation 3,M,EA,2012,55,59,1.42
UFC Undisputed 2010,Fighting,PlayStation 3,T,THQ,2010,85,71,1.42
Rayman Raving Rabbids,Misc,Wii,E,Ubisoft,2006,76,78,1.42
Injustice: Gods Among Us,Fighting,Xbox 360,T,Other,2013,81,79,1.42
Hello Kitty Party,Misc,Nintendo DS,E,Other,2009,,,1.41
LEGO Star Wars II: The Original Trilogy,Action,PlayStation Portable,E,Other,2006,83,83,1.41
Metroid Prime 3: Corruption,Shooter,Wii,T,Nintendo,2007,90,88,1.41
Style Savvy: Fashion Forward,Simulation,Nintendo 3DS,E,Nintendo,2016,78,69,1.41
LEGO Indiana Jones 2: The Adventure Continues,Adventure,Wii,E,Other,2009,72,62,1.41
Ridge Racer,Racing,PlayStation Portable,E,BandaiNamco,2005,88,81,1.41
Twisted Metal: Black,Racing,PlayStation 2,M,Sony,2001,91,85,1.41
NASCAR 2005: Chase for the Cup,Racing,PlayStation 2,E,EA,2004,87,81,1.41
Fight Night Round 4,Fighting,Xbox 360,T,EA,2009,87,81,1.4
Spider-Man: The Movie,Action,Xbox,E,ActivisionBlizzard,2002,79,75,1.4
Dead Space,Shooter,Xbox 360,M,EA,2008,89,87,1.4
Anno 2070,Strategy,PC,T,Ubisoft,2011,83,71,1.4
Sonic Advance 3,Action,Game Boy Advance,E,THQ,2004,79,84,1.4
Bravely Default: Flying Fairy,RPG,Nintendo 3DS,T,Nintendo,2014,85,85,1.4
Gran Turismo 4 Prologue,Racing,PlayStation 2,E,Sony,2004,89,87,1.4
Pokemon Rumble Blast,Action,Nintendo 3DS,E,Nintendo,2011,56,68,1.4
Resident Evil - Code: Veronica X,Action,PlayStation 2,M,Other,2001,84,86,1.4
Star Ocean: Till The End of Time,RPG,PlayStation 2,T,SquareEnix,2004,80,86,1.4
Fallout 4,RPG,PC,M,Other,2015,84,55,1.4
Colin McRae Rally 3,Racing,PlayStation 2,E,Other,2003,86,76,1.4
Batman: Arkham Knight,Action,PC,M,Other,2015,70,31,1.4
No Man's Sky,Action,PC,T,Other,2016,61,30,1.4
The Sims 4,Simulation,PlayStation 4,T,EA,2017,66,38,1.39
Street Fighter V,Fighting,PlayStation 4,T,Other,2016,77,36,1.39
Spintires,Misc,PC,E,Other,2014,67,78,1.39
Toy Story 3: The Video Game,Action,Wii,E,Other,2010,76,79,1.39
Sonic Generations,Action,Xbox 360,E,Sega,2011,77,83,1.39
Ace Combat 6: Fires of Liberation,Simulation,Xbox 360,T,BandaiNamco,2007,80,79,1.39
Battlefield 4,Shooter,PC,M,EA,2013,81,61,1.39
Assassin's Creed Odyssey,Action,Xbox One,M,Ubisoft,2018,87,58,1.39
Hannah Montana: Spotlight World Tour,Action,Wii,E,Other,2007,,,1.39
Bakugan: Battle Brawlers,Action,Nintendo DS,E,ActivisionBlizzard,2009,60,83,1.38
Far Cry 2,Shooter,PlayStation 3,M,Ubisoft,2008,85,64,1.38
True Crime: Streets of LA,Action,Xbox,M,ActivisionBlizzard,2003,77,79,1.38
Deus Ex: Human Revolution,Shooter,Xbox 360,M,SquareEnix,2011,89,83,1.38
The Sims 2,Simulation,PlayStation Portable,T,EA,2005,65,70,1.38
Rocket League,Sports,Xbox One,E,Other,2016,87,82,1.38
Deus Ex: Human Revolution,Shooter,PlayStation 3,M,SquareEnix,2011,89,83,1.38
The Elder Scrolls Online: Tamriel Unlimited,RPG,Xbox One,M,Other,2015,77,83,1.38
Titanfall,Shooter,Xbox 360,M,EA,2014,83,60,1.38
SimCity (2013),Simulation,PC,E,EA,2013,64,22,1.38
Dave Mirra Freestyle BMX 2,Sports,PlayStation 2,T,Other,2001,81,84,1.38
LittleBigPlanet PS Vita,Action,PlayStation Vita,E,Sony,2012,88,85,1.38
Titanfall 2,Shooter,Xbox One,M,EA,2016,87,83,1.37
LEGO Indiana Jones: The Original Adventures,Adventure,PlayStation 2,E,Other,2008,77,83,1.37
Call of Duty: Black Ops,Shooter,Wii,M,ActivisionBlizzard,2010,80,59,1.37
Crysis 2,Shooter,Xbox 360,M,EA,2011,84,76,1.37
Dead Rising 2,Action,PlayStation 3,M,Other,2010,80,67,1.37
Mario vs. Donkey Kong,Puzzle,Game Boy Advance,E,Nintendo,2004,81,81,1.37
Personal Trainer: Math,Puzzle,Nintendo DS,E,Nintendo,2009,63,,1.37
Pokemon Mystery Dungeon: Gates to Infinity,RPG,Nintendo 3DS,E,Nintendo,2013,59,63,1.37
Pokemon Pinball: Ruby & Sapphire,Misc,Game Boy Advance,E,Nintendo,2003,81,77,1.37
Age of Mythology,Strategy,PC,T,Microsoft,2002,89,89,1.37
Star Wars Knights of the Old Republic II: The Sith Lords,RPG,Xbox,T,Other,2004,86,86,1.37
NBA 2K15,Sports,PlayStation 3,E,Other,2014,,,1.37
Ridge Racer 7,Racing,PlayStation 3,E,BandaiNamco,2006,78,73,1.37
Need for Speed: The Run,Racing,Xbox 360,T,EA,2011,68,62,1.37
LEGO Harry Potter: Years 1-4,Adventure,PlayStation 3,E,Other,2010,79,79,1.37
GoldenEye 007,Shooter,Wii,T,ActivisionBlizzard,2010,81,77,1.36
Tom Clancy's Ghost Recon 2,Shooter,Xbox,T,Ubisoft,2004,80,87,1.36
Crash Bandicoot 2: N-Tranced,Action,Game Boy Advance,E,Other,2003,75,74,1.36
Wolfenstein II: The New Colossus,Shooter,PlayStation 4,M,Other,2017,87,75,1.36
SingStar Abba,Misc,PlayStation 2,T,Sony,2008,64,,1.36
Gardening Mama,Puzzle,Nintendo DS,E,Other,2009,60,74,1.36
Dead to Rights,Shooter,PlayStation 2,M,BandaiNamco,2002,73,85,1.36
Skylanders SWAP Force,Action,Xbox 360,E,ActivisionBlizzard,2013,83,60,1.36
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,PlayStation 3,T,Other,2011,84,73,1.36
FIFA 17,Sports,PlayStation 3,E,EA,2016,,,1.36
Metroid: Other M,Action,Wii,T,Nintendo,2010,79,66,1.36
Hasbro Family Game Night 2,Misc,Wii,E,EA,2009,63,63,1.36
WWE '13,Sports,PlayStation 3,T,THQ,2012,76,81,1.35
Hearts of Iron IV,Strategy,PC,T,Other,2016,83,73,1.35
Burnout Paradise,Racing,Xbox 360,E,EA,2008,88,70,1.35
Disney Princess: Enchanted Journey,Adventure,Wii,E,Other,2007,,,1.35
Captain Toad: Treasure Tracker,Puzzle,Wii U,E,Nintendo,2014,81,86,1.35
Mega Man Battle Network 4: Red Sun / Blue Moon,RPG,Game Boy Advance,E,Other,2004,67,74,1.35
Shadow The Hedgehog,Action,PlayStation 2,E,Sega,2005,45,56,1.35
FIFA Soccer 08,Sports,PlayStation Portable,E,EA,2007,79,75,1.35
The Simpsons: Hit & Run,Racing,Xbox,T,Other,2003,81,85,1.35
FIFA Soccer 09,Sports,PlayStation Portable,E,EA,2008,84,80,1.35
Watch Dogs 2,Action,Xbox One,M,Ubisoft,2016,81,73,1.35
SingStar Party,Misc,PlayStation 2,,Sony,2004,,,1.35
FIFA Soccer 08,Sports,Xbox 360,E,EA,2007,82,78,1.35
Test Drive,Racing,PlayStation 2,T,Other,2002,73,73,1.34
Tom Clancy's Rainbow Six: Vegas 2,Shooter,PlayStation 3,M,Ubisoft,2008,81,79,1.34
Devil May Cry 4,Action,Xbox 360,M,Other,2008,84,83,1.34
F1 2010,Racing,PlayStation 3,E,Other,2010,84,81,1.34
Doom 3,Shooter,Xbox,M,ActivisionBlizzard,2005,88,75,1.34
The ICO & Shadow of the Colossus Collection,Adventure,PlayStation 3,T,Sony,2011,92,86,1.34
Need for Speed Carbon,Racing,PlayStation 2,E,EA,2006,74,83,1.34
Battlefield: Bad Company,Shooter,PlayStation 3,T,EA,2008,84,81,1.34
Command & Conquer: Red Alert 2,Strategy,PC,T,EA,2000,84,89,1.34
Max Payne 2: The Fall of Max Payne,Shooter,PlayStation 2,M,RockstarGames,2003,73,82,1.34
MVP Baseball 2004,Sports,PlayStation 2,E,EA,2004,90,85,1.34
WWE 2K18,Sports,PlayStation 4,T,Other,2017,66,55,1.33
Crysis 2,Shooter,PlayStation 3,M,EA,2011,85,73,1.33
Saints Row IV,Action,PlayStation 3,M,Other,2013,76,64,1.33
Alan Wake,Action,Xbox 360,T,Microsoft,2010,83,82,1.33
Spider-Man: The Movie,Action,Game Boy Advance,E,ActivisionBlizzard,2002,,,1.33
Kid Icarus: Uprising,Action,Nintendo 3DS,E,Nintendo,2012,83,87,1.33
Ni no Kuni: Wrath of the White Witch,RPG,PlayStation 3,E,BandaiNamco,2013,85,87,1.33
Tales of Xillia,RPG,PlayStation 3,T,BandaiNamco,2013,78,86,1.33
The Sims: Bustin' Out,Simulation,Game Boy Advance,E,EA,2003,,,1.33
Transistor,RPG,PC,T,Other,2014,83,84,1.33
Corvette,Racing,PlayStation 2,E,Other,2004,57,62,1.33
Grand Theft Auto: Chinatown Wars,Adventure,Nintendo DS,M,RockstarGames,2009,93,82,1.33
WWE SmackDown vs Raw 2008,Fighting,PlayStation 3,T,THQ,2007,74,71,1.33
Skylanders Giants,Misc,Xbox 360,E,ActivisionBlizzard,2012,80,65,1.32
UFC Undisputed 2010,Fighting,Xbox 360,T,THQ,2010,84,67,1.32
Fallout 76,RPG,PlayStation 4,M,Other,2018,53,28,1.32
Need for Speed Underground Rivals,Racing,PlayStation Portable,E,EA,2005,74,84,1.32
Petz Wild Animals: Dolphinz,Simulation,Nintendo DS,E,Ubisoft,2007,,,1.32
MAG: Massive Action Game,Shooter,PlayStation 3,T,Sony,2010,,,1.32
NFL 2K3,Sports,PlayStation 2,E,Sega,2002,93,76,1.32
Resident Evil 6,Action,PC,M,Other,2013,69,60,1.32
Rage,Shooter,PlayStation 3,M,Other,2011,81,63,1.32
The LEGO Movie Videogame,Action,Xbox 360,E,Other,2014,69,76,1.32
FIFA 14,Sports,Xbox One,E,EA,2013,88,58,1.31
Thief,Action,PC,M,SquareEnix,2014,70,59,1.31
IHRA Drag Racing 2,Racing,PlayStation 2,E,Other,2002,,,1.31
Lego Star Wars: The Force Awakens,Action,PlayStation 4,E,Other,2016,78,75,1.31
Madagascar,Action,PlayStation 2,E,ActivisionBlizzard,2005,69,74,1.31
LEGO Batman: The Videogame,Adventure,PlayStation 3,E,Other,2008,75,79,1.31
[Prototype],Action,Xbox 360,M,ActivisionBlizzard,2009,78,77,1.31
Turok: Evolution,Shooter,PlayStation 2,M,Other,2002,61,70,1.31
The Beatles: Rock Band,Misc,Xbox 360,T,Other,2009,89,84,1.31
EA Sports UFC 2,Sports,PlayStation 4,T,EA,2016,79,57,1.31
Burnout 3: Takedown,Racing,Xbox,T,EA,2004,94,75,1.31
Who's Your Daddy,Action,PC,,Other,2004,,,1.31
Yu-Gi-Oh! The Sacred Cards,RPG,Game Boy Advance,E,Other,2003,60,70,1.3
NBA Live 07,Sports,PlayStation 2,E,EA,2006,63,60,1.3
SingStar '80s,Misc,PlayStation 2,T,Sony,2007,78,83,1.3
LEGO Batman: The Videogame,Adventure,PlayStation Portable,E,Other,2008,73,78,1.3
Devil May Cry 3: Dante's Awakening,Action,PlayStation 2,M,Other,2005,84,92,1.3
Final Fantasy X / X-2 HD Remaster,RPG,PlayStation 3,T,SquareEnix,2014,85,87,1.3
Kingdom Hearts 3D: Dream Drop Distance,RPG,Nintendo 3DS,E,SquareEnix,2012,75,84,1.3
Monster Hunter Freedom,RPG,PlayStation Portable,T,Other,2006,71,85,1.3
Resident Evil: The Umbrella Chronicles,Shooter,Wii,M,Other,2007,75,76,1.3
Super Street Fighter IV: 3D Edition,Fighting,Nintendo 3DS,T,Other,2011,85,80,1.3
Assassin's Creed: Rogue,Action,PlayStation 3,M,Ubisoft,2014,72,75,1.3
The Escapists,Action,PC,,Other,2014,71,70,1.3
Scribblenauts: Unlimited,Puzzle,PC,E,Other,2012,75,77,1.3
High School Musical 3: Senior Year DANCE!,Misc,Wii,E,Other,2008,,,1.29
The Last Guardian,Action,PlayStation 4,T,Sony,2016,82,80,1.29
Deal or No Deal,Misc,Wii,E,Other,2009,56,42,1.29
Mega Man Battle Network 3 Blue / White Version,RPG,Game Boy Advance,E,Other,2003,77,86,1.29
Watch Dogs,Action,Xbox 360,M,Ubisoft,2014,,,1.29
Dark Souls II,RPG,PlayStation 3,T,BandaiNamco,2015,91,81,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,Action,Game Boy Advance,E,Other,2003,49,68,1.29
WWE 2K16,Sports,PlayStation 4,T,Other,2015,73,72,1.29
Transformers,Shooter,PlayStation 2,T,Other,2004,75,86,1.29
BioShock,Shooter,PC,M,Other,2007,96,85,1.29
EA Playground,Sports,Wii,E,EA,2007,66,76,1.29
LEGO Battles,Strategy,Nintendo DS,E,Other,2009,65,85,1.29
Gold's Gym: Cardio Workout,Sports,Wii,E,Ubisoft,2009,,,1.29
Borderlands: The Handsome Collection,Shooter,PlayStation 4,M,Other,2015,82,78,1.28
Champions of Norrath,RPG,PlayStation 2,T,Sony,2004,85,83,1.28
Project CARS,Racing,PlayStation 4,E,BandaiNamco,2015,83,66,1.28
Imagine: Wedding Designer,Simulation,Nintendo DS,E,Ubisoft,2008,,,1.28
Need for Speed Carbon,Racing,Wii,E,EA,2006,67,76,1.28
Injustice: Gods Among Us,Fighting,PlayStation 3,T,Other,2013,78,79,1.28
Manhunt,Action,PlayStation 2,M,RockstarGames,2003,76,83,1.28
Fez,Action,PC,E,Other,2013,91,67,1.28
Pillars of Eternity,RPG,PC,M,Other,2015,89,83,1.28
Silent Hill 2,Action,PlayStation 2,M,Other,2001,89,90,1.28
Guitar Hero: Aerosmith,Misc,Wii,T,ActivisionBlizzard,2008,73,71,1.27
The Sims 2: Nightlife,Simulation,PC,T,EA,2005,76,67,1.27
LEGO Batman: The Videogame,Adventure,PlayStation 2,E,Other,2008,77,87,1.27
NBA 2K9,Sports,Xbox 360,E,Other,2008,84,71,1.27
WWE '12,Fighting,Xbox 360,T,THQ,2011,71,64,1.27
Tony Hawk's Underground,Sports,Xbox,T,ActivisionBlizzard,2003,85,85,1.27
WWE '13,Misc,Xbox 360,T,THQ,2012,78,80,1.27
Jillian Michaels' Fitness Ultimatum 2009,Sports,Wii,E,Other,2008,30,20,1.27
Destiny: The Taken King,Shooter,Xbox One,T,ActivisionBlizzard,2015,89,52,1.27
.hack//Infection Part 1,RPG,PlayStation 2,T,BandaiNamco,2003,75,83,1.27
EA Sports Active 2,Sports,Wii,E,EA,2010,79,81,1.27
Need for Speed Rivals,Racing,PlayStation 3,E,EA,2013,80,52,1.27
Dark Souls II,RPG,PC,T,BandaiNamco,2014,91,72,1.27
Jet Li: Rise to Honor,Action,PlayStation 2,T,Sony,2004,,,1.27
Rockstar Games presents Table Tennis,Sports,Wii,E,RockstarGames,2007,68,56,1.26
LEGO Harry Potter: Years 5-7,Action,Wii,E,Other,2011,76,75,1.26
Hyrule Warriors,Misc,Wii U,T,Nintendo,2014,76,83,1.26
Championship Manager 03/04,Sports,PC,,Other,2003,,,1.26
Tomb Raider: Underworld,Adventure,PlayStation 3,T,Other,2008,75,71,1.26
Football Manager 2011,Sports,PC,E,Sega,2010,85,82,1.26
SOCOM: U.S. Navy SEALs Confrontation,Shooter,PlayStation 3,M,Sony,2008,63,68,1.26
Far Cry 4,Shooter,PlayStation 3,M,Ubisoft,2014,,,1.26
Kung Fu Panda,Action,Nintendo DS,E,ActivisionBlizzard,2008,71,55,1.26
Assassin's Creed: Bloodlines,Action,PlayStation Portable,M,Ubisoft,2009,63,71,1.26
Persona 4 Golden,RPG,PlayStation Vita,M,Other,2012,93,85,1.25
Star Wars: The Force Unleashed,Action,PlayStation 2,T,Other,2008,68,73,1.25
Dark Souls,RPG,Xbox 360,M,BandaiNamco,2011,89,85,1.25
Dead or Alive 4,Fighting,Xbox 360,M,Other,2005,85,82,1.25
Pikmin 3,Strategy,Wii U,E,Nintendo,2013,87,87,1.25
PokePark Wii: Pikachu's Adventure,Adventure,Wii,E,Nintendo,2010,62,73,1.25
Tom Clancy's Rainbow Six: Vegas,Shooter,PlayStation 3,M,Ubisoft,2007,86,76,1.25
Black,Shooter,PlayStation 2,M,EA,2006,79,84,1.25
RollerCoaster Tycoon 2,Strategy,PC,E,Other,2002,74,87,1.25
FIFA Street (2012),Sports,PlayStation 3,E,EA,2012,76,66,1.25
Ratatouille,Action,Nintendo DS,E,THQ,2007,64,65,1.25
Winter Sports: The Ultimate Challenge,Sports,Wii,E,Other,2007,52,68,1.25
Lara Croft Tomb Raider: The Angel of Darkness,Action,PlayStation 2,T,Other,2003,52,65,1.25
Cars 2,Racing,Nintendo DS,E,Other,2011,54,25,1.25
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,PlayStation 2,T,Ubisoft,2004,87,83,1.25
Ratchet: Deadlocked,Shooter,PlayStation 2,T,Sony,2005,81,88,1.24
Baldur's Gate: Dark Alliance,RPG,PlayStation 2,T,Other,2001,87,84,1.24
LEGO The Lord of the Rings,Misc,Xbox 360,E,Other,2012,80,84,1.24
Ridge Racer V,Racing,PlayStation 2,E,BandaiNamco,2000,78,75,1.24
Battlefield: Hardline,Shooter,Xbox One,M,EA,2015,71,51,1.24
WWE SmackDown vs. Raw 2009,Sports,PlayStation 2,T,THQ,2008,78,72,1.24
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,PlayStation 3,T,BandaiNamco,2013,77,78,1.24
[Prototype],Action,PlayStation 3,M,ActivisionBlizzard,2009,79,77,1.24
Star Wars Episode III: Revenge of the Sith,Action,Xbox,T,Other,2005,61,81,1.24
Transformers: Autobots / Decepticons,Action,Nintendo DS,E,ActivisionBlizzard,2007,67,77,1.24
Need for Speed Carbon,Racing,PlayStation 3,E,EA,2006,75,75,1.24
LEGO Batman 2: DC Super Heroes,Action,PlayStation 3,E,Other,2012,81,74,1.23
Frogger: The Great Quest,Action,PlayStation 2,E,Other,2001,32,49,1.23
Crash Bandicoot: The Wrath of Cortex,Action,Xbox,E,Other,2002,70,74,1.23
Driv3r,Racing,PlayStation 2,M,Other,2004,57,58,1.23
Guitar Hero: Aerosmith,Misc,Xbox 360,T,ActivisionBlizzard,2008,70,67,1.23
2010 FIFA World Cup South Africa,Sports,PlayStation 3,E,EA,2010,82,78,1.23
Aliens vs Predator,Shooter,PC,M,Sega,2010,68,74,1.23
Spongebob Squarepants: Battle for Bikini Bottom,Action,Game Boy Advance,E,THQ,2003,,,1.23
The Legend of Zelda: Tri Force Heroes,Adventure,Nintendo 3DS,E,Nintendo,2015,73,75,1.23
Donkey Kong Country 2,Action,Game Boy Advance,E,Nintendo,2004,80,86,1.23
Ben 10: Protector of Earth,Action,Wii,E,Other,2007,63,76,1.23
Star Wars Battlefront II,Shooter,PlayStation Portable,T,Other,2005,69,85,1.22
Kirby: Mass Attack,Action,Nintendo DS,E,Nintendo,2011,83,81,1.22
WWE 2K17,Sports,PlayStation 4,T,Other,2016,69,61,1.22
Parfait: Chocolat Second Style,Adventure,PlayStation 2,,Other,2006,,,1.22
Slime Rancher,Simulation,PC,E,Other,2017,81,78,1.22
Max Payne,Shooter,Xbox,M,RockstarGames,2001,89,82,1.22
NBA 2K2,Sports,PlayStation 2,E,Sega,2002,89,78,1.22
NASCAR Thunder 2003,Racing,PlayStation 2,E,EA,2002,84,86,1.22
Cars,Racing,PlayStation 2,E,THQ,2006,71,88,1.21
Fuzion Frenzy,Misc,Xbox,E,Microsoft,2001,70,69,1.21
Call of Duty: Finest Hour,Shooter,Xbox,T,ActivisionBlizzard,2004,73,77,1.21
Guitar Hero Live,Misc,PlayStation 4,T,ActivisionBlizzard,2015,80,62,1.21
Medal of Honor: Airborne,Shooter,PlayStation 3,T,EA,2007,75,77,1.21
Bayonetta,Action,PlayStation 3,M,Sega,2010,87,77,1.21
Just Dance 4,Misc,Xbox 360,E,Ubisoft,2012,77,77,1.21
Sly Cooper and the Thievius Raccoonus,Action,PlayStation 2,E,Sony,2002,86,85,1.21
Super Monkey Ball: Banana Blitz,Misc,Wii,E,Sega,2006,74,56,1.21
FIFA 07 Soccer,Sports,PlayStation Portable,E,EA,2006,80,87,1.21
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,Misc,Game Boy Advance,,Other,2007,,,1.21
Boom Blox,Puzzle,Wii,E,EA,2008,85,79,1.21
Cars,Racing,PlayStation Portable,E,THQ,2006,70,56,1.21
FIFA Soccer 11,Sports,PlayStation Portable,E,EA,2010,68,54,1.21
The Sims 2: Castaway,Simulation,Wii,T,EA,2007,73,78,1.21
World Soccer Winning Eleven 9,Sports,PlayStation Portable,E,Other,2006,78,65,1.2
The Lord of the Rings: The Fellowship of the Ring,Action,PlayStation 2,T,Other,2002,59,47,1.2
ATV Offroad Fury 3,Racing,PlayStation 2,E,Sony,2004,78,83,1.2
F1 2011,Racing,PlayStation 3,E,Other,2011,82,71,1.2
Metal Gear Solid V: Ground Zeroes,Action,PlayStation 4,M,Other,2014,75,64,1.2
Minecraft: Story Mode,Adventure,Xbox 360,E,Other,2015,,,1.2
Mad Max (2013),Action,PlayStation 4,M,Other,2015,69,78,1.2
Dragon Ball Z: Budokai Tenkaichi 3,Fighting,PlayStation 2,T,Other,2007,73,89,1.2
Final Fantasy IV,RPG,Nintendo DS,E,SquareEnix,2008,85,89,1.2
Kingdom Hearts HD II.5 ReMIX,RPG,PlayStation 3,,SquareEnix,2014,,,1.2
Ninja Gaiden,Action,Xbox,M,Other,2004,91,88,1.2
Sonic and the Black Knight,Action,Wii,E,Sega,2009,54,68,1.2
Sonic Rush Adventure,Action,Nintendo DS,E,Sega,2007,78,81,1.2
WWE 2K14,Fighting,PlayStation 3,T,Other,2013,74,74,1.2
Hand Simulator,Simulation,PC,,Other,2013,,,1.2
Enter the Matrix,Action,Xbox,T,Other,2003,65,72,1.2
NHL 2002,Sports,PlayStation 2,E,EA,2001,92,85,1.2
Shadow of the Colossus,Action,PlayStation 4,T,Sony,2018,91,79,1.2
God of War: Ghost of Sparta,Action,PlayStation Portable,M,Sony,2010,86,86,1.2
Mario & Sonic at the London 2012 Olympic Games,Sports,Nintendo 3DS,E,Sega,2012,66,63,1.19
The Simpsons: Road Rage,Racing,Game Boy Advance,E,THQ,2003,55,71,1.19
SpongeBob SquarePants: Revenge of the Flying Dutchman,Action,Game Boy Advance,E,THQ,2002,71,78,1.19
Pro Evolution Soccer 2008,Sports,Wii,E,Other,2008,83,81,1.19
Scarface: The World is Yours,Adventure,PlayStation 2,M,Other,2006,75,86,1.19
Metal Gear Solid: Portable Ops,Action,PlayStation Portable,M,Other,2006,87,82,1.19
Disney Sing It,Misc,Wii,E,Other,2008,,,1.19
WWE SmackDown vs Raw 2008,Fighting,PlayStation Portable,T,THQ,2007,68,79,1.19
LEGO Indiana Jones 2: The Adventure Continues,Adventure,Nintendo DS,E,Other,2009,59,63,1.19
Hitman 2: Silent Assassin,Action,Xbox,M,Other,2002,84,71,1.19
Mortal Kombat Komplete Edition,Fighting,PC,M,Other,2013,81,87,1.19
Final Fantasy I & II: Dawn of Souls,RPG,Game Boy Advance,E,Nintendo,2004,79,82,1.19
LEGO Indiana Jones: The Original Adventures,Adventure,PlayStation Portable,E,Other,2008,76,81,1.18
LEGO Dimensions,Action,PlayStation 4,E,Other,2015,80,72,1.18
LEGO Star Wars III: The Clone Wars,Action,PlayStation 3,E,Other,2011,76,75,1.18
Final Fantasy Tactics Advance,RPG,Game Boy Advance,E,SquareEnix,2003,87,91,1.18
Mystery Case Files: MillionHeir,Adventure,Nintendo DS,E,Nintendo,2008,65,,1.18
Resident Evil: Operation Raccoon City,Shooter,PlayStation 3,M,Other,2012,52,48,1.18
Tony Hawk's Pro Skater 2,Sports,Game Boy Advance,E,ActivisionBlizzard,2001,95,67,1.18
LEGO Jurassic World,Action,PlayStation 4,E,Other,2015,70,71,1.18
Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,RPG,Nintendo DS,,Other,2009,74,82,1.18
Medal of Honor: Warfighter,Shooter,Xbox 360,M,EA,2012,53,54,1.18
Red Dead Redemption: Undead Nightmare,Action,PlayStation 3,M,RockstarGames,2010,87,83,1.18
